Incident Number w/year,Year of Incident,Call (911) Problem,Type of Incident,Type  Location,Type of Property,Reporting Area,Division,Sector,Year of Occurrence,Month of Occurence,Person Involvement Type,Victim Type,Victim Gender,UCR Disposition,Modus Operandi (MO),Weapon Used,NIBRS Crime,NIBRS Crime Category,NIBRS Crime Against,Zip Code,City,State
138333-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,4523,NORTH CENTRAL,640,2022,July,Victim,Individual,Female,Suspended,UNK SUSP ENTERED COMPS VEH AND TOOK COMPS PROP W/O COMP CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75230,DALLAS,TX
192958-2022,2023,09 - THEFT,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,Other,2025,CENTRAL,150,2022,October,Victim,Individual,Male,Suspended,SUSP STOLE PROP,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75204,DALLAS,TX
194182-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,6014,NORTHEAST,210,2022,October,Victim,Individual,Female,Suspended,UNKN SUSPECT REMOVED CATALYTIC CONVERTER FROM LISTED SUV,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75231,DALLAS,TX
209874-2018,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Parking Lot,4087,SOUTHWEST,410,2018,September,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMP VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75211,DALLAS,TX
026250-2022,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Apartment Parking Lot,Motor Vehicle,4264,SOUTH CENTRAL,720,2022,February,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT REMOVED FRONT LIC PLATE#RHJ9658,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75224,DALLAS,TX
223746-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,1027,NORTH CENTRAL,640,2022,November,Victim,Individual,Female,Suspended,UNKN SUSPECT REMOVED VEHICLE PARTS FROM THE LISTED SEDAN,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75251,DALLAS,TX
227291-2022,2023,20 - ROBBERY,THEFT FROM PERSON,Parking (Business),Parking Lot,3041,NORTHWEST,530,2022,December,Victim,Individual,Male,Suspended,UNK FEMALE SUSP REMOVED PROPERTY FROM COMPS POCKET.,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
193287-2022,2023,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,1251,SOUTHEAST,330,2022,October,Victim,Individual,Male,Suspended,UNK SUSP WENT INSIDE COMPS HOME AND TOOK PROPERTY,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75217,DALLAS,TX
108441-2020,2023,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",Other,1026,NORTH CENTRAL,640,2020,June,Registered Owner,Individual,Male,Suspended,UNK SUSP STOLE COMPS VEHICLE AND TRAILER,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75230,DALLAS,TX
192885-2022,2023,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),Motor Vehicle,6012,NORTH CENTRAL,650,2022,October,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMP'S VEHICLE W/O CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75225,DALLAS,TX
010104-2023,2023,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,4357,SOUTH CENTRAL,730,2023,January,Victim,Individual,Female,Suspended,UNK SUSPECT BROKE WINDOW AND STOLE PROPERTY WITHOUT CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75241,DALLAS,TX
028623-2023,2023,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,"Highway, Street, Alley ETC",Motor Vehicle,4552,NORTHWEST,530,2023,January,Victim,Individual,Male,Suspended,UNKN SUSP DAMAGED SWITCH/COLUMN AND ATTEMPT TO TAKE VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75220,DALLAS,TX
017455-2023,2023,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,Residential Property Occupied/Vacant,6006,NORTH CENTRAL,610,2023,January,Victim,Individual,Male,Suspended,UNK SUSP MADE ENTRY AND STOLE COMP'S PROPERTY WITHOUT CONSENT.,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75287,DALLAS,TX
196402-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),Motor Vehicle,2074,CENTRAL,130,2022,October,Victim,Individual,Male,Suspended,UNK SUSP BROKE DOOR HANDLE ENTRD TRUCK & STOLE PROPERTY W/O CNSNT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75201,DALLAS,TX
041918-2023,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,1048,NORTH CENTRAL,650,2023,March,Victim,Individual,Female,Suspended,UNKN SUSPS REMOVED ACCESSORY FROM COMP'S VEHICLE W/O PERMISSION,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75230,DALLAS,TX
191088-2022,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),"Highway, Street, Alley ETC",Motor Vehicle,3104,NORTHWEST,540,2022,October,Victim,Individual,Female,Suspended,COMP'S REAR LICENSE PLATE REMOVED FROM VEHICLE W/O PERMISSION,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75235,DALLAS,TX
041142-2023,2023,PSE/09 - THEFT,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),Single Family Residence - Occupied,Residential Property Occupied/Vacant,1035,NORTH CENTRAL,650,2023,February,Victim,Individual,Female,Suspended,UNK SUSP TOOK PROPERTY FROM COMP'S RESIDENT,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75230,DALLAS,TX
016592-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Apartment Parking Lot,None,4403,NORTH CENTRAL,610,2020,January,Victim,Individual,Male,Suspended,UNK PERSON TOOK COMPS MOTORCYCLE WITHOUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75287,DALLAS,TX
207206-2022,2023,20 - ROBBERY,ROBBERY OF BUSINESS,Retail Store,Other,3058,NORTHWEST,530,2022,November,Victim,Individual,Male,CBA (Over Age 17),"SUSP ENTERED BUSINESS, SELECTED PROPERTY, USED FORCE TO MAINTAIN",Personal Weapons (Hands-Feet ETC),ROBBERY-BUSINESS,ROBBERY,PROPERTY,75220,DALLAS,TX
217858-2022,2023,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,3001,NORTHWEST,530,2022,December,Victim,Individual,Male,Suspended,UNKN SUSP BROKE WINDOW TO ENTERE LOCKED VEHICLE DAMAGING INSIDE.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75019,DALLAS,TX
217367-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,1132,NORTHEAST,220,2022,December,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT BROKE WINDOW & THEN STOLE PROPERTY W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
036544-2023,2023,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,Apartment Complex/Building,9610,NORTHEAST,230,2023,March,Victim,Individual,Female,Suspended,UNK SUSP ENTERED COMP'S APARTMENT AND TOOK PROPERTY W/O CONSENT.,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75238,DALLAS,TX
003284-2023,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (Park),Motor Vehicle,8809,SOUTHWEST,430,2023,January,Victim,Individual,Female,Suspended,UNKN SUSP KNOCK OUT WINDOW TO ENTER LOCKED VEHICLE TAKING ITEMS.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75249,DALLAS,TX
024240-2023,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,Residential Property Occupied/Vacant,2222,SOUTHEAST,350,2023,February,Victim,Individual,Male,Suspended,UNKNOWN SUSP TOOK COMPS CAR W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75217,DALLAS,TX
189167-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Parking Lot (All Others),Motor Vehicle,3093,NORTHWEST,510,2022,October,Victim,Individual,Male,Suspended,UNK SUSP STOLE COMP'S PROPERTY W/O PERMISSION.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75235,DALLAS,TX
195965-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,4543,SOUTHWEST,450,2022,October,Victim,Individual,Female,Suspended,COMPLAINANT VEHICLE ENTERED AND ITEMS REMOVED W/O PERMISSION,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75237,DALLAS,TX
171830-2018,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,Apartment Complex/Building,8824,NORTHWEST,510,2018,August,Registered Owner,Individual,Male,Suspended,UNKNOWN SUSP TOOK COMPS VEH W/OUT PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75207,DALLAS,TX
054421-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Single Family Residence - Occupied,Motor Vehicle,4525,NORTHEAST,240,2019,March,Registered Owner,Individual,Male,Suspended,UNK W/M SUSP PUNCHED KEYHOLE AND STRIPPED STEERING COLUMN.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75243,DALLAS,TX
022503-2023,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,6005,NORTH CENTRAL,620,2023,February,Victim,Individual,Male,Suspended,COMP'S VEHICLE ENTERED AND ITEMS REMOVED W/O PERMISSION,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75254,DALLAS,TX
216660-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",Motor Vehicle,3096,NORTHWEST,520,2019,October,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS VEHICLE WITHOUT PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75209,DALLAS,TX
176589-2022,2023,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,6062,SOUTHEAST,350,2022,September,Victim,Individual,Male,Suspended,UNK SUSP BROKE LOCK TO DETATCHED GARAGE/ENTERED/STOLE PROP,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75253,DALLAS,TX
230631-2022,2023,41/20 - ROBBERY - IN PROGRESS,ROBBERY OF INDIVIDUAL (AGG),Parking (Business),Outdoor Area Public/Private,2019,CENTRAL,150,2022,December,Victim,Individual,Male,Suspended,SUSP POINTED GUN AT COMP AND DEMANDED MONEY,Handgun,ROBBERY-INDIVIDUAL,ROBBERY,PROPERTY,75204,DALLAS,TX
190374-2022,2023,PSE/09 - THEFT,LOST PROPERTY (NO OFFENSE),Apartment Parking Lot,Parking Lot,2173,SOUTHEAST,340,2022,October,Victim,Individual,Male,Suspended,VICTIM LOST CREDIT CARD THAT FELL OUT OF HIS GYM SHORTS.,Handgun,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,75215,DALLAS,TX
227562-2022,2023,PSE/09 - THEFT,LOST PROPERTY (NO OFFENSE),Outdoor Area Public/Private,Motor Vehicle,4524,NORTHEAST,210,2022,December,Victim,Individual,Male,Suspended,LOST LICENSE PLATE,Handgun,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,75231,DALLAS,TX
018870-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,4516,CENTRAL,150,2022,January,Victim,Individual,Male,Suspended,UNK SUSP TOOK CATALYTIC CONVERTER FROM VICT'S VEH,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
192920-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,6059,NORTH CENTRAL,610,2022,October,Victim,Individual,Male,Suspended,UNK SUSP STOLE CATALYTIC CONVERTER FROM VEHICLE WITHOUT CONSENT,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75287,DALLAS,TX
193346-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (Park),Motor Vehicle,3126,CENTRAL,120,2022,October,Victim,Individual,Male,Open,UNK SUSP BROKE WINDOW & ENTERED VEHICLE & STOLE PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75219,DALLAS,TX
020406-2023,2023,11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,4346,SOUTH CENTRAL,740,2023,February,Victim,Individual,Female,Suspended,SUSP FORCED ENTRY INTO COMP'S VEHICLE AND TOOK PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75232,DALLAS,TX
032551-2023,2023,11R - BURG OF RES,BURGLARY OF BUILDING - NO FORCED ENTRY,Storage Facility,Apartment Complex/Building,4085,SOUTHWEST,410,2023,February,Victim,Individual,Male,Suspended,SUSP TOOK PROP W/O PERMISSION,Handgun,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,75203,DALLAS,TX
021223-2023,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,9610,NORTHEAST,230,2023,February,Victim,Individual,Female,Suspended,UNK SUSP ENTERED VEHICLE W/O DAMAGE & STOLE PROPERTY W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75238,DALLAS,TX
016232-2022,2023,09/01 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Outdoor Area Public/Private,Other,4530,SOUTHEAST,350,2022,January,Victim,Individual,Female,Suspended,THE UNK SUSP STOLE THE COMPS KEYS,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75217,DALLAS,TX
003928-2023,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Parking Lot,2006,CENTRAL,120,2023,January,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT FORCED ENTRY INTO COMPS VEH AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
038162-2022,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),"Highway, Street, Alley ETC",Motor Vehicle,4247,SOUTH CENTRAL,720,2022,February,Victim,Individual,Female,Suspended,UNKN SUSP REMOVED REAR PLATE OFF CHEVY PICK-UP.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75216,DALLAS,TX
195913-2022,2023,11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,3076,NORTHWEST,520,2022,October,Victim,Individual,Female,Suspended,UNK SUSP. BROKEN INTO COMPS VEHICLE.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75209,DALLAS,TX
045187-2023,2023,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,None,6009,NORTH CENTRAL,620,2023,March,Victim,Individual,Female,Suspended,UNK SUSPS BROKE FORCED ENTRY INTO COMP'S HOME AND TOOK PROPERTY,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75252,DALLAS,TX
019219-2022,2023,09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking Lot (All Others),Parking Lot,2039,CENTRAL,130,2022,January,Victim,Individual,Male,Suspended,UNK SUSP TOOK PROPERTY FROM THE COMP VEHICLE W/O CONSENTS,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75201,DALLAS,TX
214374-2022,2023,09 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Apartment Complex/Building,Apartment Complex/Building,4360,SOUTH CENTRAL,740,2022,November,Victim,Individual,Female,Suspended,UNKN SUSP(S) TOOK COMP'S PROPERTIES AND FLED,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75237,DALLAS,TX
224941-2022,2023,09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking Lot (Park),Motor Vehicle,4364,SOUTH CENTRAL,740,2022,December,Victim,Individual,Female,Suspended,SUSPECT TOOK COMPS CATALYTIC CONVERTER WITHOUT CONSENT.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75232,DALLAS,TX
197456-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,3005,NORTHWEST,550,2022,October,Victim,Individual,Male,Suspended,PRIED OPEN THE TOYOTA TACOMA BED TARP REMOVING WORK TOOLS,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
054116-2023,2023,PSE/09 - THEFT,BMV,Parking (Business),Motor Vehicle,2037,CENTRAL,120,2023,March,Victim,Individual,Male,Open,UNKN SUSP ENTERED VEHICLE W/O PERMISSION TAKING PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75201,DALLAS,TX
019086-2022,2023,09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Complex/Building,Apartment Complex/Building,3093,NORTHWEST,510,2022,January,Victim,Individual,Female,Suspended,COMP REPORTS THEFT OF CATALYTIC CONVERTER.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75235,DALLAS,TX
018622-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Parking (Business),Motor Vehicle,2064,CENTRAL,130,2022,January,Victim,Individual,Male,Suspended,UNK SUSPECT TOOK THE COMPLAINANT CATALYTIC CONVERTERS.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75201,DALLAS,TX
199408-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,Motor Vehicle,2004,CENTRAL,140,2022,November,Victim,Individual,Male,Open,UNK SUSP TOOK THE COMPLAINANT PROPERTY WITHOUT PERMISSION.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
020149-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,3112,NORTHWEST,510,2022,February,Victim,Individual,Male,Suspended,UNKN SUSP CUT OUT AUTO PART FROM UNDER TOYTOA TUNDRA,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75207,DALLAS,TX
204632-2022,2023,DASF-DIST ACTIVE SHOOTER FOOT,ASSAULT (AGG) -DEADLY WEAPON,Apartment Residence,None,4383,SOUTH CENTRAL,740,2022,November,Victim,Individual,Female,Suspended,SUSP FIRED MULTIPLE SHOTS AT APT,Handgun,AGG ASSAULT - NFV,ASSAULT OFFENSES,PERSON,75232,DALLAS,TX
228663-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,Motor Vehicle,6007,NORTH CENTRAL,610,2022,December,Victim,Individual,Female,Suspended,COMP'S CATALYTIC CONVERTER REMOVED FROM VEHICLE W/O PERMISSION,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75287,DALLAS,TX
219418-2022,2023,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,1036,NORTH CENTRAL,650,2022,December,Victim,Individual,Female,Suspended,"SUSP SMASHED SLIDING GLASS DOOR, ENTERED, ATTEMPTED TO TAKE PROP.",Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75230,DALLAS,TX
017811-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,1057,NORTHEAST,250,2022,January,Victim,Individual,Male,Suspended,UNK SUSP TOOK CATALYTIC CONVERTER FROM VICT'S VEH,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75238,DALLAS,TX
039216-2023,2023,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,4403,NORTH CENTRAL,610,2023,March,Victim,Individual,Female,Suspended,UNK SUSP ENTERED COMPS VEHICLE AND TOOK PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75287,DALLAS,TX
228643-2022,2023,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Apartment Complex/Building,Motor Vehicle,1113,NORTHEAST,230,2022,December,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT DAMAGED PROPERTY,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75218,DALLAS,TX
018145-2023,2023,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Apartment Residence,Residential Property Occupied/Vacant,1042,NORTHEAST,250,2023,January,Victim,Individual,Male,Suspended,KNOWN SUSPECT STOLE 2 CELL PHONES AND KEYS WITHOUT CONSENT,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
182812-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Parking Lot,6004,NORTH CENTRAL,630,2022,October,Victim,Individual,Male,Suspended,BMV OF COMPS VEHCILE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75240,DALLAS,TX
016361-2022,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) > OR EQUAL $100 <$750 (NOT EMP)PC31.03(e2A),Apartment Parking Lot,Motor Vehicle,6065,CENTRAL,130,2022,January,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMP'S PROPERTY W/O PERMISSION.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75201,DALLAS,TX
033956-2023,2023,PSE/09 - THEFT,THEFT FROM BUILDING> OR EQUAL $750<$2500 (NOT SHOPLIFT),Single Family Residence - Occupied,Residential Property Occupied/Vacant,6062,SOUTHEAST,350,2022,December,Victim,Individual,Male,Suspended,COMP'S PROPERTY REMOVED FROM LOCATION WITHOUT PERMISSION,Handgun,THEFT OF BUILDING,LARCENY/ THEFT OFFENSES,PROPERTY,75253,DALLAS,TX
202043-2022,2023,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,Other,2009,CENTRAL,150,2022,October,Victim,Individual,Female,Suspended,UNK SUSP FORCED ENTRY INTO COMPS RESIDENCE AND TOOK PROP,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75204,DALLAS,TX
190150-2022,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Outdoor Area Public/Private,Other,4433,SOUTHEAST,350,2022,October,Victim,Individual,Male,Suspended,SUSP(S) TOOK COMP VEH W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75217,DALLAS,TX
048868-2022,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,Motor Vehicle,1008,NORTH CENTRAL,630,2022,March,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT REMOVED 4 CATALYTIC CONVERTERS FROM VEHICLE,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75240,DALLAS,TX
